aek_tsi13s1g00001,atr42s3g01831
aek_tsi13s7g00460,.
aek_tsi13s7g00461,.
aek_tsi13s7g00462,.
aek_tsi13s7g00463,.
aek_tsi13s7g00464,.
aek_tsi13s7g00465,.
aek_tsi13s7g00466,.
aek_tsi13s7g00467,.
aek_tsi13s7g00468,atr42s6g00685
aek_tsi13s7g00469,.
aek_tsi13s7g00470,atr42s6g00679
aek_tsi13s7g00471,.
aek_tsi13s7g00472,.
aek_tsi13s7g00473,atr42s6g00678
aek_tsi13s7g00474,atr42s6g00677
aek_tsi13s7g00475,atr42s6g00651
aek_tsi13s7g00476,
aek_tsi13s7g00477,
aek_tsi13s7g00478,
aek_tsi13s7g00479,
aek_tsi13s7g00480,
aek_tsi13s7g00481,
aek_tsi13s7g00482,
aek_tsi13s7g00483,
aek_tsi13s7g00484,
aek_tsi13s7g00485,
aek_tsi13s7g00486,
aek_tsi13s7g00487,
aek_tsi13s7g00488,
aek_tsi13s7g00489,
aek_tsi13s7g00490,
aek_tsi13s7g00491,
aek_tsi13s7g00492,
aek_tsi13s7g00493,
aek_tsi13s7g00494,
aek_tsi13s7g00495,
aek_tsi13s7g00496,
aek_tsi13s7g00497,
aek_tsi13s7g00498,
aek_tsi13s7g00499,
aek_tsi13s7g00500,
aek_tsi13s7g00501,
aek_tsi13s7g00502,
aek_tsi13s7g00503,
aek_tsi13s7g00504,
aek_tsi13s7g00505,
aek_tsi13s7g00506,
aek_tsi13s7g00507,
aek_tsi13s7g00508,atr42s6g01590
aek_tsi13s7g00509,atr42s6g01593
aek_tsi13s7g00510,.
aek_tsi13s7g00511,.
aek_tsi13s7g00512,.
aek_tsi13s7g00513,.
aek_tsi13s7g00514,atr42s6g01623
aek_tsi13s7g00515,.
aek_tsi13s7g00516,atr42s6g01625
aek_tsi13s7g00517,atr42s6g01629
aek_tsi13s7g00518,atr42s6g01631
aek_tsi13s7g00519,atr42s6g01641
aek_tsi13s7g00520,
aek_tsi13s7g00521,
aek_tsi13s7g00522,
aek_tsi13s7g00523,
aek_tsi13s7g00524,
aek_tsi13s7g00525,
aek_tsi13s7g00526,
aek_tsi13s7g00527,
aek_tsi13s7g00528,atr42s7g00236
aek_tsi13s7g00529,.
aek_tsi13s7g00530,.
aek_tsi13s7g00531,atr42s7g00250
aek_tsi13s7g00532,.
aek_tsi13s7g00533,.
aek_tsi13s7g00534,.
aek_tsi13s7g00535,.
aek_tsi13s7g00536,.
aek_tsi13s7g00537,.
aek_tsi13s7g00538,.
aek_tsi13s7g00539,atr42s7g00273
aek_tsi13s7g00540,atr42s7g00276
aek_tsi13s7g00541,.
aek_tsi13s7g00542,atr42s7g00468
aek_tsi13s7g00543,atr42s7g00287
aek_tsi13s7g00544,atr42s7g00291
aek_tsi13s7g00545,.
aek_tsi13s7g00546,atr42s7g00292
aek_tsi13s7g00547,.
aek_tsi13s7g00548,.
aek_tsi13s7g00549,.
aek_tsi13s7g00550,.
aek_tsi13s7g00551,atr42s7g00489
aek_tsi13s7g00552,.
aek_tsi13s7g00553,.
aek_tsi13s7g00554,atr42s7g00491
aek_tsi13s7g00555,atr42s7g00495
aek_tsi13s7g00556,atr42s7g00501
aek_tsi13s7g00557,atr42s7g00502
aek_tsi13s7g00558,
aek_tsi13s7g00559,
aek_tsi13s7g00560,
aek_tsi13s7g00561,
aek_tsi13s7g00562,
aek_tsi13s7g00563,
aek_tsi13s7g00564,
aek_tsi13s7g00565,
aek_tsi13s7g00566,
aek_tsi13s7g00567,
aek_tsi13s7g00568,
aek_tsi13s7g00569,atr42s7g00582
aek_tsi13s7g00570,.
aek_tsi13s7g00571,.
aek_tsi13s7g00572,.
aek_tsi13s7g00573,.
aek_tsi13s7g00574,.
aek_tsi13s7g00575,.
aek_tsi13s7g00576,.
aek_tsi13s7g00577,.
aek_tsi13s7g00578,.
aek_tsi13s7g00579,.
aek_tsi13s7g00580,.
aek_tsi13s7g00581,atr42s7g00572
aek_tsi13s7g00582,.
aek_tsi13s7g00583,.
aek_tsi13s7g00584,atr42s7g00569
aek_tsi13s7g00585,atr42s7g00568
aek_tsi13s7g00586,.
aek_tsi13s7g00587,.
aek_tsi13s7g00588,atr42s7g00557
aek_tsi13s7g00589,
aek_tsi13s7g00590,
aek_tsi13s7g00591,
aek_tsi13s7g00592,
aek_tsi13s7g00593,atr42s7g00665
aek_tsi13s7g00594,atr42s7g00664
aek_tsi13s7g00595,.
aek_tsi13s7g00596,.
aek_tsi13s7g00597,atr42s7g00663
aek_tsi13s7g00598,atr42s7g00661
aek_tsi13s7g00599,.
aek_tsi13s7g00600,.
aek_tsi13s7g00601,.
aek_tsi13s7g00602,.
aek_tsi13s7g00603,.
aek_tsi13s7g00604,.
aek_tsi13s7g00605,atr42s7g00887
aek_tsi13s7g00606,.
aek_tsi13s7g00607,.
aek_tsi13s7g00608,atr42s7g00889
aek_tsi13s7g00609,atr42s7g00902
aek_tsi13s7g00610,.
aek_tsi13s7g00611,atr42s7g00906
aek_tsi13s7g00612,atr42s7g00909
aek_tsi13s7g00613,.
aek_tsi13s7g00614,atr42s7g00447
aek_tsi13s7g00615,atr42s7g00651
aek_tsi13s7g00616,.
aek_tsi13s7g00617,.
aek_tsi13s7g00618,.
aek_tsi13s7g00619,.
aek_tsi13s7g00620,.
aek_tsi13s7g00621,.
aek_tsi13s7g00622,.
aek_tsi13s7g00623,.
aek_tsi13s7g00624,.
aek_tsi13s7g00625,atr42s7g00619
aek_tsi13s7g00626,.
aek_tsi13s7g00627,.
aek_tsi13s7g00628,.
aek_tsi13s7g00629,.
aek_tsi13s7g00630,atr42s7g00416
aek_tsi13s7g00631,.
aek_tsi13s7g00632,.
aek_tsi13s7g00633,.
aek_tsi13s7g00634,atr42s7g00413
aek_tsi13s7g00635,.
aek_tsi13s7g00636,.
aek_tsi13s7g00637,atr42s7g00397
aek_tsi13s7g00638,atr42s7g00392
aek_tsi13s7g00639,.
aek_tsi13s7g00640,atr42s7g00390
aek_tsi13s7g00641,.
aek_tsi13s7g00642,.
aek_tsi13s7g00643,atr42s7g00389
aek_tsi13s7g00644,atr42s7g00383
aek_tsi13s7g00645,.
aek_tsi13s7g00646,.
aek_tsi13s7g00647,.
aek_tsi13s7g00648,atr42s7g00381
aek_tsi13s7g00649,.
aek_tsi13s7g00650,atr42s7g00360
aek_tsi13s7g00651,.
aek_tsi13s7g00652,.
aek_tsi13s7g00653,.
aek_tsi13s7g00654,atr42s7g00358
aek_tsi13s7g00655,atr42s7g00353
aek_tsi13s7g00656,atr42s7g00343
aek_tsi13s7g00657,atr42s7g00331
aek_tsi13s7g00658,atr42s7g00327
aek_tsi13s7g00659,.
aek_tsi13s7g00660,.
aek_tsi13s7g00661,.
aek_tsi13s7g00662,.
aek_tsi13s7g00663,atr42s7g00318
aek_tsi13s7g00664,
aek_tsi13s7g00665,
aek_tsi13s7g00666,
aek_tsi13s7g00667,
aek_tsi13s7g00668,atr42s7g00236
aek_tsi13s7g00669,atr42s7g00225
aek_tsi13s7g00670,.
aek_tsi13s7g00671,.
aek_tsi13s7g00672,atr42s7g00224
aek_tsi13s7g00673,.
aek_tsi13s7g00674,.
aek_tsi13s7g00675,.
aek_tsi13s7g00676,.
aek_tsi13s7g00677,.
aek_tsi13s7g00678,.
aek_tsi13s7g00679,atr42s7g00219
aek_tsi13s7g00680,.
aek_tsi13s7g00681,atr42s7g00217
aek_tsi13s7g00682,atr42s7g00213
aek_tsi13s7g00683,atr42s7g00211
aek_tsi13s7g00684,atr42s7g00206
aek_tsi13s7g00685,.
aek_tsi13s7g00686,atr42s7g00204
aek_tsi13s7g00687,.
aek_tsi13s7g00688,atr42s7g00203
aek_tsi13s7g00689,.
aek_tsi13s7g00690,atr42s7g00201
aek_tsi13s7g00691,.
aek_tsi13s7g00692,.
aek_tsi13s7g00693,.
aek_tsi13s7g00694,.
aek_tsi13s7g00695,atr42s7g00200
aek_tsi13s7g00696,.
aek_tsi13s7g00697,.
aek_tsi13s7g00698,atr42s7g00199
aek_tsi13s7g00699,atr42s7g00196
aek_tsi13s7g00700,atr42s7g00194
aek_tsi13s7g00701,.
aek_tsi13s7g00702,.
aek_tsi13s7g00703,.
aek_tsi13s7g00704,.
aek_tsi13s7g00705,.
aek_tsi13s7g00706,.
aek_tsi13s7g00707,.
aek_tsi13s7g00708,.
aek_tsi13s7g00709,atr42s7g00193
aek_tsi13s7g00710,atr42s7g00192
aek_tsi13s7g00711,.
aek_tsi13s7g00712,.
aek_tsi13s7g00713,.
aek_tsi13s7g00714,atr42s7g00189
aek_tsi13s7g00715,.
aek_tsi13s7g00716,atr42s7g00188
aek_tsi13s7g00717,atr42s7g00187
aek_tsi13s7g00718,.
aek_tsi13s7g00719,atr42s7g00183
aek_tsi13s7g00720,atr42s7g00180
aek_tsi13s7g00721,atr42s7g01530
aek_tsi13s7g00722,.
aek_tsi13s7g00723,.
aek_tsi13s7g00724,atr42s7g00169
aek_tsi13s7g00725,.
aek_tsi13s7g00726,atr42s7g00166
aek_tsi13s7g00727,atr42s7g00165
aek_tsi13s7g00728,atr42s7g00163
aek_tsi13s7g00729,.
aek_tsi13s7g00730,.
aek_tsi13s7g00731,atr42s7g00158
aek_tsi13s7g00732,.
aek_tsi13s7g00733,atr42s7g00150
aek_tsi13s7g00734,atr42s7g00132
aek_tsi13s7g00735,.
aek_tsi13s7g00736,atr42s7g00130
aek_tsi13s7g00737,atr42s7g00124
aek_tsi13s7g00738,atr42s7g01544
aek_tsi13s7g00739,.
aek_tsi13s7g00740,.
aek_tsi13s7g00741,atr42s7g01558
aek_tsi13s7g00742,atr42s7g01562
aek_tsi13s7g00743,.
aek_tsi13s7g00744,.
aek_tsi13s7g00745,.
aek_tsi13s7g00746,.
aek_tsi13s7g00747,.
aek_tsi13s7g00748,.
aek_tsi13s7g00749,.
aek_tsi13s7g00750,.
aek_tsi13s7g00751,atr42s7g01575
aek_tsi13s7g00752,atr42s7g01581
aek_tsi13s7g00753,.
aek_tsi13s7g00754,.
aek_tsi13s7g00755,.
aek_tsi13s7g00756,.
aek_tsi13s7g00757,.
aek_tsi13s7g00758,atr42s7g01582
aek_tsi13s7g00759,.
aek_tsi13s7g00760,.
aek_tsi13s7g00761,.
aek_tsi13s7g00762,atr42s7g01598
aek_tsi13s7g00763,.
aek_tsi13s7g00764,.
aek_tsi13s7g00765,atr42s7g01599
aek_tsi13s7g00766,.
aek_tsi13s7g00767,atr42s7g01600
aek_tsi13s7g00768,.
aek_tsi13s7g00769,atr42s7g01606
aek_tsi13s7g00770,
aek_tsi13s7g00771,
aek_tsi13s7g00772,
aek_tsi13s7g00773,
aek_tsi13s7g00774,
aek_tsi13s7g00775,
aek_tsi13s7g00776,
aek_tsi13s7g00777,
aek_tsi13s7g00778,
aek_tsi13s7g00779,
aek_tsi13s7g00780,
aek_tsi13s7g00781,
aek_tsi13s7g00782,
aek_tsi13s7g00783,
aek_tsi13s7g00784,
aek_tsi13s7g00785,
aek_tsi13s7g00786,
aek_tsi13s7g00787,
aek_tsi13s7g00788,
aek_tsi13s7g00789,
aek_tsi13s7g00790,
aek_tsi13s7g00791,atr42s3g02579
aek_tsi13s7g00792,.
aek_tsi13s7g00793,.
aek_tsi13s7g00794,atr42s3g02581
aek_tsi13s7g00795,.
aek_tsi13s7g00796,.
aek_tsi13s7g00797,.
aek_tsi13s7g00798,atr42s3g02595
aek_tsi13s7g00799,.
aek_tsi13s7g00800,.
aek_tsi13s7g00801,atr42s3g02602
aek_tsi13s7g00802,atr42s3g02603
aek_tsi13s7g00803,atr42s3g02605
aek_tsi13s7g00804,.
aek_tsi13s7g00805,.
aek_tsi13s7g00806,.
aek_tsi13s7g00807,.
aek_tsi13s7g00808,atr42s3g02607
aek_tsi13s7g00809,atr42s3g02608
aek_tsi13s7g00810,atr42s3g02611
aek_tsi13s7g00811,atr42s3g02615
aek_tsi13s7g00812,atr42s3g02620
aek_tsi13s7g00813,.
aek_tsi13s7g00814,.
aek_tsi13s7g00815,.
aek_tsi13s7g00816,atr42s3g02623
aek_tsi13s7g00817,atr42s3g02624
aek_tsi13s7g00818,.
aek_tsi13s7g00819,.
aek_tsi13s7g00820,.
aek_tsi13s7g00821,.
aek_tsi13s7g00822,atr42s3g02627
aek_tsi13s7g00823,.
aek_tsi13s7g00824,.
aek_tsi13s7g00825,.
aek_tsi13s7g00826,atr42s3g02629
aek_tsi13s7g00827,.
aek_tsi13s7g00828,atr42s3g02630
aek_tsi13s7g00829,atr42s3g02632
aek_tsi13s7g00830,.
aek_tsi13s7g00831,atr42s3g02634
aek_tsi13s7g00832,atr42s3g02638
aek_tsi13s7g00833,atr42s3g02641
aek_tsi13s7g00834,atr42s3g02645
aek_tsi13s7g00835,.
aek_tsi13s7g00836,.
aek_tsi13s7g00837,.
aek_tsi13s7g00838,.
aek_tsi13s7g00839,atr42s3g02647
aek_tsi13s7g00840,atr42s3g02651
aek_tsi13s7g00841,atr42s3g02654
aek_tsi13s7g00842,.
aek_tsi13s7g00843,.
aek_tsi13s7g00844,.
aek_tsi13s7g00845,.
aek_tsi13s7g00846,.
aek_tsi13s7g00847,.
aek_tsi13s7g00848,.
aek_tsi13s7g00849,.
aek_tsi13s7g00850,.
aek_tsi13s7g00851,.
aek_tsi13s7g00852,.
aek_tsi13s7g00853,atr42s3g02658
aek_tsi13s7g00854,atr42s3g02666
aek_tsi13s7g00855,atr42s3g02667
aek_tsi13s7g00856,.
aek_tsi13s7g00857,atr42s3g02669
aek_tsi13s7g00858,.
aek_tsi13s7g00859,atr42s3g02670
aek_tsi13s7g00860,atr42s3g02672
aek_tsi13s7g00861,.
aek_tsi13s7g00862,.
aek_tsi13s7g00863,atr42s3g02676
aek_tsi13s7g00864,.
aek_tsi13s7g00865,.
aek_tsi13s7g00866,.
aek_tsi13s7g00867,.
aek_tsi13s7g00868,.
aek_tsi13s7g00869,.
aek_tsi13s7g00870,.
aek_tsi13s7g00871,.
aek_tsi13s7g00872,.
aek_tsi13s7g00873,.
aek_tsi13s7g00874,atr42s3g02678
aek_tsi13s7g00875,.
aek_tsi13s7g00876,.
aek_tsi13s7g00877,.
aek_tsi13s7g00878,.
aek_tsi13s7g00879,.
aek_tsi13s7g00880,atr42s3g02686
aek_tsi13s7g00881,atr42s3g02687
aek_tsi13s7g00882,.
aek_tsi13s7g00883,.
aek_tsi13s7g00884,.
aek_tsi13s7g00885,atr42s3g02688
aek_tsi13s7g00886,atr42s3g02702
aek_tsi13s7g00887,atr42s3g02710
aek_tsi13s7g00888,.
aek_tsi13s7g00889,atr42s3g02715
aek_tsi13s7g00890,.
aek_tsi13s7g00891,atr42s3g02718
aek_tsi13s7g00892,atr42s3g02721
aek_tsi13s7g00893,.
aek_tsi13s7g00894,.
aek_tsi13s7g00895,atr42s3g02724
aek_tsi13s7g00896,atr42s3g02725
aek_tsi13s7g00897,atr42s3g02726
aek_tsi13s7g00898,atr42s3g02732
aek_tsi13s7g00899,atr42s3g02733
aek_tsi13s7g00900,.
aek_tsi13s7g00901,atr42s3g02744
aek_tsi13s7g00902,atr42s3g02749
aek_tsi13s7g00903,.
aek_tsi13s7g00904,atr42s3g02750
aek_tsi13s7g00905,atr42s3g02751
aek_tsi13s7g00906,atr42s3g02753
aek_tsi13s7g00907,atr42s3g02755
aek_tsi13s7g00908,atr42s3g02756
aek_tsi13s7g00909,atr42s3g02760
aek_tsi13s7g00910,atr42s3g02761
aek_tsi13s7g00911,.
aek_tsi13s7g00912,.
aek_tsi13s7g00913,atr42s3g02765
aek_tsi13s7g00914,atr42s3g02766
aek_tsi13s7g00915,atr42s3g02768
aek_tsi13s7g00916,atr42s3g02772
aek_tsi13s7g00917,.
aek_tsi13s7g00918,.
aek_tsi13s7g00919,.
aek_tsi13s7g00920,atr42s3g02773
aek_tsi13s7g00921,atr42s3g02781
aek_tsi13s7g00922,.
aek_tsi13s7g00923,atr42s3g02792
aek_tsi13s7g00924,atr42s3g02794
aek_tsi13s7g00925,atr42s3g02795
aek_tsi13s7g00926,atr42s3g02803
aek_tsi13s7g00927,atr42s3g02811
aek_tsi13s7g00928,.
aek_tsi13s7g00929,.
aek_tsi13s7g00930,.
aek_tsi13s7g00931,atr42s3g02825
aek_tsi13s7g00932,
aek_tsi13s7g00933,atr42s3g00587
aek_tsi13s7g00934,.
aek_tsi13s7g00935,.
aek_tsi13s7g00936,atr42s3g00581
aek_tsi13s7g00937,.
aek_tsi13s7g00938,.
aek_tsi13s7g00939,.
aek_tsi13s7g00940,atr42s3g00570
aek_tsi13s7g00941,atr42s3g00564
aek_tsi13s7g00942,atr42s3g00563
aek_tsi13s7g00943,.
aek_tsi13s7g00944,.
aek_tsi13s7g00945,.
aek_tsi13s7g00946,.
aek_tsi13s7g00947,atr42s3g00551
aek_tsi13s7g00948,atr42s3g00548
aek_tsi13s7g00949,atr42s3g00547
aek_tsi13s7g00950,.
aek_tsi13s7g00951,.
aek_tsi13s7g00952,atr42s3g00544
aek_tsi13s7g00953,atr42s3g00539
aek_tsi13s7g00954,atr42s3g00537
aek_tsi13s7g00955,.
aek_tsi13s7g00956,atr42s3g00529
aek_tsi13s7g00957,atr42s3g00522
aek_tsi13s7g00958,.
aek_tsi13s7g00959,atr42s3g00519
aek_tsi13s7g00960,atr42s3g00517
aek_tsi13s7g00961,atr42s1g02317
aek_tsi13s7g00962,atr42s1g02316
aek_tsi13s7g00963,.
aek_tsi13s7g00964,atr42s1g02308
aek_tsi13s7g00965,atr42s1g02306
aek_tsi13s7g00966,atr42s1g02302
aek_tsi13s7g00967,atr42s1g02300
aek_tsi13s7g00968,.
aek_tsi13s7g00969,.
aek_tsi13s7g00970,.
aek_tsi13s7g00971,.
aek_tsi13s7g00972,atr42s1g02298
aek_tsi13s7g00973,.
aek_tsi13s7g00974,atr42s1g02290
aek_tsi13s7g00975,
aek_tsi13s7g00976,
aek_tsi13s7g00977,
aek_tsi13s7g00978,
aek_tsi13s7g00979,
aek_tsi13s7g00980,
aek_tsi13s7g00981,
aek_tsi13s7g00982,
aek_tsi13s7g00983,atr42s1g02687
aek_tsi13s7g00984,.
aek_tsi13s7g00985,.
aek_tsi13s7g00986,.
aek_tsi13s7g00987,.
aek_tsi13s7g00988,.
aek_tsi13s7g00989,atr42s1g02684
aek_tsi13s7g00990,.
aek_tsi13s7g00991,.
aek_tsi13s7g00992,.
aek_tsi13s7g00993,atr42s1g02675
aek_tsi13s7g00994,.
aek_tsi13s7g00995,.
aek_tsi13s7g00996,.
aek_tsi13s7g00997,.
aek_tsi13s7g00998,.
aek_tsi13s7g00999,atr42s1g02661
aek_tsi13s7g01000,.
aek_tsi13s7g01001,atr42s1g02659
aek_tsi13s7g01002,.
aek_tsi13s7g01003,.
aek_tsi13s7g01004,.
aek_tsi13s7g01005,.
aek_tsi13s7g01006,.
aek_tsi13s7g01007,.
aek_tsi13s7g01008,.
aek_tsi13s7g01009,atr42s1g02648
aek_tsi13s7g01010,.
aek_tsi13s7g01011,atr42s1g02646
aek_tsi13s7g01012,atr42s1g02642
aek_tsi13s7g01013,.
aek_tsi13s7g01014,.
aek_tsi13s7g01015,atr42s1g02636
aek_tsi13s7g01016,atr42s1g02634
aek_tsi13s7g01017,atr42s1g02631
aek_tsi13s7g01018,atr42s1g02627
aek_tsi13s7g01019,.
aek_tsi13s7g01020,atr42s1g02625
aek_tsi13s7g01021,.
aek_tsi13s7g01022,.
aek_tsi13s7g01023,.
aek_tsi13s7g01024,.
aek_tsi13s7g01025,atr42s1g02617
aek_tsi13s7g01026,atr42s1g02610
aek_tsi13s7g01027,atr42s1g02606
aek_tsi13s7g01028,atr42s1g02605
aek_tsi13s7g01029,atr42s1g02604
aek_tsi13s7g01030,.
aek_tsi13s7g01031,.
aek_tsi13s7g01032,.
aek_tsi13s7g01033,atr42s1g02598
aek_tsi13s7g01034,.
aek_tsi13s7g01035,.
aek_tsi13s7g01036,.
aek_tsi13s7g01037,atr42s1g02595
aek_tsi13s7g01038,atr42s1g02594
aek_tsi13s7g01039,atr42s1g02592
aek_tsi13s7g01040,atr42s1g02589
aek_tsi13s7g01041,atr42s1g02588
aek_tsi13s7g01042,atr42s1g02587
aek_tsi13s7g01043,atr42s1g02586
aek_tsi13s7g01044,atr42s1g02585
aek_tsi13s7g01045,.
aek_tsi13s7g01046,.
aek_tsi13s7g01047,.
aek_tsi13s7g01048,.
aek_tsi13s7g01049,atr42s1g02581
aek_tsi13s7g01050,.
aek_tsi13s7g01051,atr42s1g02563
aek_tsi13s7g01052,atr42s1g02559
aek_tsi13s7g01053,.
aek_tsi13s7g01054,atr42s1g02550
aek_tsi13s7g01055,atr42s1g02545
aek_tsi13s7g01056,.
aek_tsi13s7g01057,.
aek_tsi13s7g01058,atr42s1g02542
aek_tsi13s7g01059,atr42s1g02541
aek_tsi13s7g01060,atr42s12g02069
aek_tsi13s7g01061,.
aek_tsi13s7g01062,atr42s12g02075
aek_tsi13s7g01063,atr42s12g02079
aek_tsi13s7g01064,atr42s12g02082
aek_tsi13s7g01065,atr42s12g02083
aek_tsi13s7g01066,atr42s12g02084
aek_tsi13s7g01067,.
aek_tsi13s7g01068,atr42s12g02087
aek_tsi13s7g01069,.
aek_tsi13s7g01070,atr42s12g02092
aek_tsi13s7g01071,atr42s12g02093
aek_tsi13s7g01072,.
aek_tsi13s7g01073,.
aek_tsi13s7g01074,.
aek_tsi13s7g01075,.
aek_tsi13s7g01076,.
aek_tsi13s7g01077,atr42s12g02096
aek_tsi13s7g01078,atr42s12g02106
aek_tsi13s7g01079,atr42s12g02107
aek_tsi13s7g01080,.
aek_tsi13s7g01081,atr42s12g02108
aek_tsi13s7g01082,atr42s12g02109
aek_tsi13s7g01083,atr42s12g02115
aek_tsi13s7g01084,atr42s12g02116
aek_tsi13s7g01085,
aek_tsi13s7g01086,atr42s2g02513
aek_tsi13s7g01087,atr42s2g02514
aek_tsi13s7g01088,atr42s2g02521
aek_tsi13s7g01089,.
aek_tsi13s7g01090,.
aek_tsi13s7g01091,.
aek_tsi13s7g01092,atr42s2g02525
aek_tsi13s7g01093,atr42s2g02526
aek_tsi13s7g01094,.
aek_tsi13s7g01095,atr42s2g02530
aek_tsi13s7g01096,atr42s2g02531
aek_tsi13s7g01097,.
aek_tsi13s7g01098,.
aek_tsi13s7g01099,atr42s2g02534
aek_tsi13s7g01100,.
aek_tsi13s7g01101,.
aek_tsi13s7g01102,atr42s2g02538
aek_tsi13s7g01103,atr42s2g02543
aek_tsi13s7g01104,.
aek_tsi13s7g01105,.
aek_tsi13s7g01106,atr42s2g02545
aek_tsi13s7g01107,.
aek_tsi13s7g01108,atr42s2g02549
aek_tsi13s7g01109,.
aek_tsi13s7g01110,atr42s2g02578
aek_tsi13s7g01111,.
aek_tsi13s7g01112,.
aek_tsi13s7g01113,atr42s2g02580
aek_tsi13s7g01114,atr42s2g02604
aek_tsi13s7g01115,atr42s2g02603
aek_tsi13s7g01116,.
aek_tsi13s7g01117,atr42s2g02586
aek_tsi13s7g01118,atr42s2g02569
aek_tsi13s7g01119,.
aek_tsi13s7g01120,.
aek_tsi13s7g01121,atr42s2g02556
aek_tsi13s7g01122,atr42s2g02555
aek_tsi13s7g01123,.
aek_tsi13s7g01124,.
aek_tsi13s7g01125,.
aek_tsi13s7g01126,atr42s2g02554
aek_tsi13s7g01127,.
aek_tsi13s7g01128,.
aek_tsi13s7g01129,atr42s2g02589
aek_tsi13s7g01130,.
aek_tsi13s7g01131,.
aek_tsi13s7g01132,.
aek_tsi13s7g01133,.
aek_tsi13s7g01134,atr42s2g02593
aek_tsi13s7g01135,atr42s2g02601
aek_tsi13s7g01136,atr42s2g02606
aek_tsi13s7g01137,.
aek_tsi13s7g01138,.
aek_tsi13s7g01139,atr42s6g00151
aek_tsi13s7g01140,.
aek_tsi13s7g01141,.
aek_tsi13s7g01142,atr42s2g02625
aek_tsi13s7g01143,atr42s2g02628
aek_tsi13s7g01144,atr42s2g02629
aek_tsi13s7g01145,atr42s2g02632
aek_tsi13s7g01146,.
aek_tsi13s7g01147,.
aek_tsi13s7g01148,.
aek_tsi13s7g01149,.
aek_tsi13s7g01150,.
aek_tsi13s7g01151,.
aek_tsi13s7g01152,.
aek_tsi13s7g01153,.
aek_tsi13s7g01154,.
aek_tsi13s7g01155,atr42s6g00146
aek_tsi13s7g01156,atr42s6g00138
aek_tsi13s7g01157,atr42s2g02647
aek_tsi13s7g01158,atr42s2g02649
aek_tsi13s7g01159,atr42s2g02651
aek_tsi13s7g01160,atr42s6g00118
aek_tsi13s7g01161,atr42s2g02660
aek_tsi13s7g01162,atr42s2g02664
aek_tsi13s7g01163,atr42s2g02672
aek_tsi13s7g01164,.
aek_tsi13s7g01165,atr42s2g02673
aek_tsi13s7g01166,atr42s2g02682
aek_tsi13s7g01167,atr42s2g02684
aek_tsi13s7g01168,atr42s6g00098
aek_tsi13s7g01169,.
aek_tsi13s7g01170,.
aek_tsi13s7g01171,.
aek_tsi13s7g01172,.
aek_tsi13s7g01173,atr42s6g00096
aek_tsi13s7g01174,atr42s6g00085
aek_tsi13s7g01175,atr42s6g00080
aek_tsi13s7g01176,atr42s6g00054
aek_tsi13s7g01177,atr42s2g02802
aek_tsi13s7g01178,atr42s2g02801
aek_tsi13s7g01179,.
aek_tsi13s7g01180,.
aek_tsi13s7g01181,atr42s2g02795
aek_tsi13s7g01182,.
aek_tsi13s7g01183,.
aek_tsi13s7g01184,.
aek_tsi13s7g01185,.
aek_tsi13s7g01186,atr42s2g02784
aek_tsi13s7g01187,.
aek_tsi13s7g01188,.
aek_tsi13s7g01189,atr42s2g02770
aek_tsi13s7g01190,atr42s2g02768
aek_tsi13s7g01191,.
aek_tsi13s7g01192,atr42s2g02751
aek_tsi13s7g01193,atr42s2g02739
aek_tsi13s7g01194,.
aek_tsi13s7g01195,atr42s2g02735
aek_tsi13s7g01196,atr42s6g00047
aek_tsi13s7g01197,.
aek_tsi13s7g01198,.
aek_tsi13s7g01199,atr42s6g00045
aek_tsi13s7g01200,atr42s2g02729
aek_tsi13s7g01201,atr42s6g00044
aek_tsi13s7g01202,.
aek_tsi13s7g01203,atr42s2g02725
aek_tsi13s7g01204,.
aek_tsi13s7g01205,atr42s2g02724
aek_tsi13s7g01206,atr42s2g02722
aek_tsi13s7g01207,.
aek_tsi13s7g01208,.
aek_tsi13s7g01209,.
aek_tsi13s7g01210,.
aek_tsi13s7g01211,atr42s2g02704
aek_tsi13s7g01212,.
aek_tsi13s7g01213,.
aek_tsi13s7g01214,.
aek_tsi13s7g01215,.
aek_tsi13s7g01216,.
aek_tsi13s7g01217,.
aek_tsi13s7g01218,.
aek_tsi13s7g01219,.
aek_tsi13s7g01220,atr42s2g02713
aek_tsi13s7g01221,.
aek_tsi13s7g01222,.
aek_tsi13s7g01223,.
aek_tsi13s7g01224,.
aek_tsi13s7g01225,.
aek_tsi13s7g01226,.
aek_tsi13s7g01227,.
aek_tsi13s7g01228,atr42s2g02711
aek_tsi13s7g01229,
aek_tsi13s7g01230,
aek_tsi13s7g01231,
aek_tsi13s7g01232,
aek_tsi13s7g01233,
aek_tsi13s7g01234,
aek_tsi13s7g01235,
aek_tsi13s7g01236,
aek_tsi13s7g01237,
aek_tsi13s7g01238,
aek_tsi13s7g01239,
aek_tsi13s7g01240,
aek_tsi13s7g01241,
aek_tsi13s7g01242,
aek_tsi13s7g01243,
aek_tsi13s7g01244,
aek_tsi13s7g01245,
aek_tsi13s7g01246,
aek_tsi13s7g01247,atr42s2g02320
aek_tsi13s7g01248,atr42s2g02318
aek_tsi13s7g01249,.
aek_tsi13s7g01250,.
aek_tsi13s7g01251,.
aek_tsi13s7g01252,.
aek_tsi13s7g01253,.
aek_tsi13s7g01254,.
